# i j k r0 (k=0 used to derive 1-2 exclusions only)
131 134 0.0 0.0
131 210 0.0 0.0
132 133 0.0 0.0
132 160 0.0 0.0
134 135 0.0 0.0
135 136 0.0 0.0
135 147 0.0 0.0
137 138 0.0 0.0
137 146 0.0 0.0
137 155 0.0 0.0
139 140 0.0 0.0
139 149 0.0 0.0
144 145 0.0 0.0
144 148 0.0 0.0
151 153 0.0 0.0
151 154 0.0 0.0
152 155 0.0 0.0
152 156 0.0 0.0
152 211 0.0 0.0
153 156 0.0 0.0
153 157 0.0 0.0
154 155 0.0 0.0
154 212 0.0 0.0
157 213 0.0 0.0
157 214 0.0 0.0
157 215 0.0 0.0
158 216 0.0 0.0
158 217 0.0 0.0
158 218 0.0 0.0
159 219 0.0 0.0
159 220 0.0 0.0
159 221 0.0 0.0
160 222 0.0 0.0
160 223 0.0 0.0
160 224 0.0 0.0
